Partner_Group,Site_ID,Site_Name,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Species_Functional_Type,Species_Category,USDA_PLANTS_Symbol,ITIS_Number,Phenophase_ID,Phenophase_Category,Phenophase_Description,First_Yes_Sample_Size,Mean_First_Yes_Year,Mean_First_Yes_DOY,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,SD_First_Yes_In_Days,Min_First_Yes_DOY,Max_First_Yes_DOY,Median_First_Yes_DOY,Mean_NumDays_Since_Prior_No,SE_NumDays_Since_Prior_No,SD_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Mean_Last_Yes_Year,Mean_Last_Yes_DOY,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,SD_Last_Yes_in_Days,Min_Last_Yes_DOY,Max_Last_Yes_DOY,Median_Last_Yes_DOY,Mean_NumDays_Until_Next_No,SE_NumDays_Until_Next_No,SD_NumDays_Until_Next_No,Num_Individuals_with_Multiple_FirstY,Multiple_FirstY_Individual_IDs,Observed_Status_Conflict_Flag,Observed_Status_Conflict_Flag_Individual_IDs,Mean_AGDD,SE_AGDD,Mean_AGDD_in_F,SE_AGDD_in_F,Tmax_Winter,Tmax_Spring,Tmax_Summer,Tmax_Fall,Tmin_Winter,Tmin_Spring,Tmin_Summer,Tmin_Fall,Prcp_Winter,Prcp_Spring,Prcp_Summer,Prcp_Fall,Mean_Accum_Prcp,SE_Accum_Prcp,Mean_Daylength,SE_Daylength
-9999,22332,Home-CMU,39.07151,-108.543869,1404,CO,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",TIAM,21536,371,Leaves,Breaking leaf buds,1,2017,86,2457840,-9999,-9999,86,86,86,14,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',514.75,-9999,926.55,-9999,6.88,20.95,34.78,21.53,-3.6,5.57,17.62,6.91,63,38,51,46,47,-9999,43891,-9999
-9999,22332,Home-CMU,39.07151,-108.543869,1404,CO,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",TIAM,21536,467,Leaves,Increasing leaf size,1,2017,118,2457872,-9999,-9999,118,118,118,24,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',904.75,-9999,1628.55,-9999,6.88,20.95,34.78,21.53,-3.6,5.57,17.62,6.91,63,38,51,46,64,-9999,48730,-9999
-9999,22332,Home-CMU,39.07151,-108.543869,1404,CO,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",TIAM,21536,483,Leaves,Leaves,1,2017,94,2457848,-9999,-9999,94,94,94,8,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',594.5,-9999,1070.1,-9999,6.88,20.95,34.78,21.53,-3.6,5.57,17.62,6.91,63,38,51,46,57,-9999,45274,-9999
-9999,22332,Home-CMU,39.07151,-108.543869,1404,CO,779,Acer,platanoides,Norway maple,Plantae,Deciduous broadleaf,"Ornamental,Invasive Plants,Allergen",ACPL,28755,371,Leaves,Breaking leaf buds,1,2017,86,2457840,-9999,-9999,86,86,86,14,-9999,-9999,1,2017,94,2457848,-9999,-9999,94,94,94,7,-9999,-9999,0,'',-9999,'',514.75,-9999,926.55,-9999,6.88,20.95,34.78,21.53,-3.6,5.57,17.62,6.91,63,38,51,46,47,-9999,43891,-9999
-9999,22332,Home-CMU,39.07151,-108.543869,1404,CO,779,Acer,platanoides,Norway maple,Plantae,Deciduous broadleaf,"Ornamental,Invasive Plants,Allergen",ACPL,28755,467,Leaves,Increasing leaf size,1,2017,94,2457848,-9999,-9999,94,94,94,8,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',594.5,-9999,1070.1,-9999,6.88,20.95,34.78,21.53,-3.6,5.57,17.62,6.91,63,38,51,46,57,-9999,45274,-9999
-9999,22332,Home-CMU,39.07151,-108.543869,1404,CO,779,Acer,platanoides,Norway maple,Plantae,Deciduous broadleaf,"Ornamental,Invasive Plants,Allergen",ACPL,28755,483,Leaves,Leaves,1,2017,94,2457848,-9999,-9999,94,94,94,8,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',594.5,-9999,1070.1,-9999,6.88,20.95,34.78,21.53,-3.6,5.57,17.62,6.91,63,38,51,46,57,-9999,45274,-9999
-9999,22332,Home-CMU,39.07151,-108.543869,1404,CO,884,Ginkgo,biloba,maidenhair tree,Plantae,Deciduous broadleaf,Ornamental,GIBI2,183269,371,Leaves,Breaking leaf buds,1,2017,86,2457840,-9999,-9999,86,86,86,14,-9999,-9999,1,2017,94,2457848,-9999,-9999,94,94,94,7,-9999,-9999,1,'99739',-9999,'',514.75,-9999,926.55,-9999,6.88,20.95,34.78,21.53,-3.6,5.57,17.62,6.91,63,38,51,46,47,-9999,43891,-9999
-9999,22332,Home-CMU,39.07151,-108.543869,1404,CO,884,Ginkgo,biloba,maidenhair tree,Plantae,Deciduous broadleaf,Ornamental,GIBI2,183269,467,Leaves,Increasing leaf size,1,2017,94,2457848,-9999,-9999,94,94,94,8,-9999,-9999,1,2017,101,2457855,-9999,-9999,101,101,101,7,-9999,-9999,1,'99739',-9999,'',594.5,-9999,1070.1,-9999,6.88,20.95,34.78,21.53,-3.6,5.57,17.62,6.91,63,38,51,46,57,-9999,45274,-9999
-9999,22332,Home-CMU,39.07151,-108.543869,1404,CO,884,Ginkgo,biloba,maidenhair tree,Plantae,Deciduous broadleaf,Ornamental,GIBI2,183269,483,Leaves,Leaves,1,2017,86,2457840,-9999,-9999,86,86,86,14,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',514.75,-9999,926.55,-9999,6.88,20.95,34.78,21.53,-3.6,5.57,17.62,6.91,63,38,51,46,47,-9999,43891,-9999
-9999,22332,Home-CMU,39.07151,-108.543869,1404,CO,885,Gleditsia,triacanthos,honeylocust,Plantae,Deciduous broadleaf,Ornamental,GLTR,26714,371,Leaves,Breaking leaf buds,1,2017,101,2457855,-9999,-9999,101,101,101,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',669,-9999,1204.2,-9999,6.88,20.95,34.78,21.53,-3.6,5.57,17.62,6.91,63,38,51,46,57,-9999,46310,-9999
-9999,22332,Home-CMU,39.07151,-108.543869,1404,CO,885,Gleditsia,triacanthos,honeylocust,Plantae,Deciduous broadleaf,Ornamental,GLTR,26714,467,Leaves,Increasing leaf size,1,2017,108,2457862,-9999,-9999,108,108,108,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',783.25,-9999,1409.85,-9999,6.88,20.95,34.78,21.53,-3.6,5.57,17.62,6.91,63,38,51,46,57,-9999,47347,-9999
-9999,22332,Home-CMU,39.07151,-108.543869,1404,CO,885,Gleditsia,triacanthos,honeylocust,Plantae,Deciduous broadleaf,Ornamental,GLTR,26714,483,Leaves,Leaves,1,2017,108,2457862,-9999,-9999,108,108,108,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',783.25,-9999,1409.85,-9999,6.88,20.95,34.78,21.53,-3.6,5.57,17.62,6.91,63,38,51,46,57,-9999,47347,-9999
-9999,22743,home,40.225113,-105.265404,1643,CO,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,371,Leaves,Breaking leaf buds,1,2017,96,2457850,-9999,-9999,96,96,96,26,-9999,-9999,1,2017,106,2457860,-9999,-9999,106,106,106,12,-9999,-9999,0,'',-9999,'',536.75,-9999,966.15,-9999,7.83,18.1,29.47,21.72,-6.11,2.26,12.78,4.55,59,222,84,20,85,-9999,45619,-9999
-9999,22743,home,40.225113,-105.265404,1643,CO,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,467,Leaves,Increasing leaf size,1,2017,101,2457855,-9999,-9999,101,101,101,5,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',590.25,-9999,1062.45,-9999,7.83,18.1,29.47,21.72,-6.11,2.26,12.78,4.55,59,222,84,20,85,-9999,46310,-9999
-9999,22743,home,40.225113,-105.265404,1643,CO,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,471,Leaves,Falling leaves,1,2017,260,2458014,-9999,-9999,260,260,260,12,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',3455.5,-9999,6219.9,-9999,7.83,18.1,29.47,21.72,-6.11,2.26,12.78,4.55,59,222,84,20,353,-9999,43891,-9999
-9999,22743,home,40.225113,-105.265404,1643,CO,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,483,Leaves,Leaves,1,2017,101,2457855,-9999,-9999,101,101,101,5,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',590.25,-9999,1062.45,-9999,7.83,18.1,29.47,21.72,-6.11,2.26,12.78,4.55,59,222,84,20,85,-9999,46310,-9999
-9999,22743,home,40.225113,-105.265404,1643,CO,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,498,Leaves,Colored leaves,1,2017,266,2458020,-9999,-9999,266,266,266,6,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',3552.75,-9999,6394.95,-9999,7.83,18.1,29.47,21.72,-6.11,2.26,12.78,4.55,59,222,84,20,353,-9999,42854,-9999
-9999,22743,home,40.225113,-105.265404,1643,CO,977,Populus,fremontii,Fremont cottonwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",POFR2,22459,371,Leaves,Breaking leaf buds,1,2017,118,2457872,-9999,-9999,118,118,118,3,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',770.25,-9999,1386.45,-9999,7.83,18.1,29.47,21.72,-6.11,2.26,12.78,4.55,59,222,84,20,107,-9999,49075,-9999
-9999,22743,home,40.225113,-105.265404,1643,CO,977,Populus,fremontii,Fremont cottonwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",POFR2,22459,471,Leaves,Falling leaves,1,2017,274,2458028,-9999,-9999,274,274,274,8,-9999,-9999,1,2017,288,2458042,-9999,-9999,288,288,288,3,-9999,-9999,0,'',-9999,'',3632.75,-9999,6538.95,-9999,7.83,18.1,29.47,21.72,-6.11,2.26,12.78,4.55,59,222,84,20,403,-9999,41472,-9999
-9999,22743,home,40.225113,-105.265404,1643,CO,977,Populus,fremontii,Fremont cottonwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",POFR2,22459,498,Leaves,Colored leaves,1,2017,260,2458014,-9999,-9999,260,260,260,12,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',3455.5,-9999,6219.9,-9999,7.83,18.1,29.47,21.72,-6.11,2.26,12.78,4.55,59,222,84,20,353,-9999,43891,-9999
-9999,24799,Roosevelt Park ,40.171124,-105.1045,1520,CO,36,Syringa,vulgaris,common lilac,Plantae,Deciduous broadleaf,"Ornamental,Calibration",SYVU,32996,373,Leaves,Breaking leaf buds (lilac/honeysuckle),1,2017,72,2457826,-9999,-9999,72,72,72,6,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',324.5,-9999,584.1,-9999,8.39,19.16,30.55,22.71,-6.78,2.43,13.25,4.31,46,200,60,26,34,-9999,41818,-9999
-9999,24799,Roosevelt Park ,40.171124,-105.1045,1520,CO,1431,Amelanchier,arborea,common serviceberry,Plantae,Deciduous broadleaf,Ornamental,AMAR3,25110,371,Leaves,Breaking leaf buds,1,2017,83,2457837,-9999,-9999,83,83,83,6,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',468.75,-9999,843.75,-9999,8.39,19.16,30.55,22.71,-6.78,2.43,13.25,4.31,46,200,60,26,37,-9999,43546,-9999
Keystone Science School Phenology Project,24817,KSS Riparian Ecosystem,39.599754,-105.98951,2786,CO,1371,Salix,exigua,narrowleaf willow,Plantae,Deciduous broadleaf,"Ornamental,Allergen",SAEX,22529,371,Leaves,Breaking leaf buds,1,2017,102,2457856,-9999,-9999,102,102,102,28,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',125.75,-9999,226.35,-9999,0.74,10.02,21.98,13.48,-11.23,-4.05,4.54,-2.21,241,143,126,56,178,-9999,46656,-9999
-9999,25103,Home,39.502338,-107.31192,1885,CO,27,Populus,tremuloides,quaking aspen,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",POTR5,195773,371,Leaves,Breaking leaf buds,1,2017,74,2457828,-9999,-9999,74,74,74,19,-9999,-9999,1,2017,86,2457840,-9999,-9999,86,86,86,21,-9999,-9999,0,'',-9999,'',197.5,-9999,355.5,-9999,4.74,17.69,31.2,19.51,-6.13,1.55,12.46,2.51,164,85,62,82,116,-9999,42163,-9999
-9999,25103,Home,39.502338,-107.31192,1885,CO,27,Populus,tremuloides,quaking aspen,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",POTR5,195773,467,Leaves,Increasing leaf size,1,2017,107,2457861,-9999,-9999,107,107,107,21,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',510.25,-9999,918.45,-9999,4.74,17.69,31.2,19.51,-6.13,1.55,12.46,2.51,164,85,62,82,131,-9999,47347,-9999
-9999,25103,Home,39.502338,-107.31192,1885,CO,27,Populus,tremuloides,quaking aspen,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",POTR5,195773,483,Leaves,Leaves,1,2017,107,2457861,-9999,-9999,107,107,107,21,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',510.25,-9999,918.45,-9999,4.74,17.69,31.2,19.51,-6.13,1.55,12.46,2.51,164,85,62,82,131,-9999,47347,-9999
-9999,25103,Home,39.502338,-107.31192,1885,CO,36,Syringa,vulgaris,common lilac,Plantae,Deciduous broadleaf,"Ornamental,Calibration",SYVU,32996,374,Leaves,All leaf buds broken (lilac/honeysuckle),1,2017,86,2457840,-9999,-9999,86,86,86,12,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',327.5,-9999,589.5,-9999,4.74,17.69,31.2,19.51,-6.13,1.55,12.46,2.51,164,85,62,82,118,-9999,43891,-9999
-9999,25120,UNCO BIO 111,40.439823,-104.682106,1416,CO,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,371,Leaves,Breaking leaf buds,10,2017,40,2457794,0,0,40,40,40,14,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',94.75,0,170.55,9.47390314347e-15,7.49,20.41,31.32,22.91,-7.71,2.54,13.36,3.91,32,235,98,38,12,0,36634,0
-9999,25120,UNCO BIO 111,40.439823,-104.682106,1416,CO,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,467,Leaves,Increasing leaf size,10,2017,89,2457843,0,0,89,89,89,21,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',507.5,0,913.5,0,7.49,20.41,31.32,22.91,-7.71,2.54,13.36,3.91,32,235,98,38,35,0,44582,0
-9999,25120,UNCO BIO 111,40.439823,-104.682106,1416,CO,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,483,Leaves,Leaves,10,2017,89,2457843,0,0,89,89,89,21,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',507.5,0,913.5,0,7.49,20.41,31.32,22.91,-7.71,2.54,13.36,3.91,32,235,98,38,35,0,44582,0
-9999,25120,UNCO BIO 111,40.439823,-104.682106,1416,CO,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,498,Leaves,Colored leaves,10,2017,89,2457843,0,0,89,89,89,21,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',507.5,0,913.5,0,7.49,20.41,31.32,22.91,-7.71,2.54,13.36,3.91,32,235,98,38,35,0,44582,0
-9999,25121,unco,40.402798,-104.698296,1455,CO,25,Pinus,ponderosa,ponderosa pine,Plantae,Pine,"Ornamental,Calibration",PIPO,183365,486,Needles,Young needles (pines),10,2017,57,2457811,4.5723808532,14.4591378258,40,82,54,14,0,0,2,2017,47,2457801,7,9.89949493661,40,54,47,14,0,0,0,'',-9999,'',218.475,34.014221903,393.255,61.2255994254,7.48,20.25,31.21,22.83,-7.66,2.52,13.38,3.96,39,241,99,36,18.5,1.76540835692,39260.1,727.052824766
-9999,25121,unco,40.402798,-104.698296,1455,CO,25,Pinus,ponderosa,ponderosa pine,Plantae,Pine,"Ornamental,Calibration",PIPO,183365,496,Needles,Emerging needles (pines),4,2017,79,2457833,3.5,7,68,82,82,14,0,0,1,2017,68,2457822,-9999,-9999,68,68,68,14,-9999,-9999,0,'',-9999,'',396.3125,40.1875,713.3625,72.3375,7.48,20.25,31.21,22.83,-7.66,2.52,13.38,3.96,39,241,99,36,27.5,1.5,42681.5,518.5
-9999,25178,university of northern colorado ,39.550053,-105.782066,3385,CO,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,371,Leaves,Breaking leaf buds,1,2017,84,2457838,-9999,-9999,84,84,84,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',67.25,-9999,121.05,-9999,-2.02,6.63,16.94,9.04,-10.87,-4.04,4.94,-1.4,431,265,161,62,283,-9999,43546,-9999
-9999,25178,university of northern colorado ,39.550053,-105.782066,3385,CO,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,467,Leaves,Increasing leaf size,1,2017,91,2457845,-9999,-9999,91,91,91,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',69.25,-9999,124.65,-9999,-2.02,6.63,16.94,9.04,-10.87,-4.04,4.94,-1.4,431,265,161,62,337,-9999,44928,-9999
-9999,25178,university of northern colorado ,39.550053,-105.782066,3385,CO,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,483,Leaves,Leaves,1,2017,84,2457838,-9999,-9999,84,84,84,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',67.25,-9999,121.05,-9999,-2.02,6.63,16.94,9.04,-10.87,-4.04,4.94,-1.4,431,265,161,62,283,-9999,43546,-9999
-9999,25178,university of northern colorado ,39.550053,-105.782066,3385,CO,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,498,Leaves,Colored leaves,1,2017,91,2457845,-9999,-9999,91,91,91,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',69.25,-9999,124.65,-9999,-2.02,6.63,16.94,9.04,-10.87,-4.04,4.94,-1.4,431,265,161,62,337,-9999,44928,-9999
-9999,25178,university of northern colorado ,39.550053,-105.782066,3385,CO,976,Populus,deltoides,eastern cottonwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",PODE3,22445,471,Leaves,Falling leaves,5,2017,261,2458015,0,0,261,261,261,7,0,0,5,2017,303,2458057,0,0,303,303,303,15,0,0,0,'',-9999,'',1436.25,0,2585.25,0,-2.02,6.63,16.94,9.04,-10.87,-4.04,4.94,-1.4,431,265,161,62,693,0,43546,0
-9999,25178,university of northern colorado ,39.550053,-105.782066,3385,CO,976,Populus,deltoides,eastern cottonwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",PODE3,22445,483,Leaves,Leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,2017,303,2458057,0,0,303,303,303,15,0,0,0,'',-9999,'',-9999,-9999,-9999,-9999,-2.02,6.63,16.94,9.04,-10.87,-4.04,4.94,-1.4,431,265,161,62,-9999,-9999,-9999,-9999
-9999,25178,university of northern colorado ,39.550053,-105.782066,3385,CO,976,Populus,deltoides,eastern cottonwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",PODE3,22445,498,Leaves,Colored leaves,5,2017,261,2458015,0,0,261,261,261,7,0,0,5,2017,303,2458057,0,0,303,303,303,15,0,0,0,'',-9999,'',1436.25,0,2585.25,0,-2.02,6.63,16.94,9.04,-10.87,-4.04,4.94,-1.4,431,265,161,62,693,0,43546,0
-9999,25259,uncobio111,40.402622,-104.698273,1453,CO,25,Pinus,ponderosa,ponderosa pine,Plantae,Pine,"Ornamental,Calibration",PIPO,183365,486,Needles,Young needles (pines),8,2017,57,2457811,4.34659143961,12.294017128,45,68,57,14,3.40168025708,9.62140470885,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',204.875,26.7882320245,368.775,48.2188176442,7.48,20.25,31.21,22.83,-7.66,2.52,13.38,3.96,39,241,99,36,18,1.88982236505,39225.5,718.321480954
-9999,25259,uncobio111,40.402622,-104.698273,1453,CO,25,Pinus,ponderosa,ponderosa pine,Plantae,Pine,"Ornamental,Calibration",PIPO,183365,496,Needles,Emerging needles (pines),8,2017,68,2457822,0,0,68,68,68,23,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',275.75,0,496.35,2.14847928538e-14,7.48,20.25,31.21,22.83,-7.66,2.52,13.38,3.96,39,241,99,36,23,0,41126,0
-9999,25390,CO-GN-59,38.59845,-106.53138,2781,CO,148,Aquilegia,coerulea,Colorado blue columbine,Plantae,Forb,-9999,AQCO,18733,482,Leaves,Initial growth (forbs),1,2017,108,2457862,-9999,-9999,108,108,108,28,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',139,-9999,250.2,-9999,0.25,11.41,23.41,14.21,-13.24,-4.9,5.22,-3.04,305,94,161,51,277,-9999,47347,-9999
-9999,25390,CO-GN-59,38.59845,-106.53138,2781,CO,148,Aquilegia,coerulea,Colorado blue columbine,Plantae,Forb,-9999,AQCO,18733,488,Leaves,Leaves (forbs),1,2017,108,2457862,-9999,-9999,108,108,108,28,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',139,-9999,250.2,-9999,0.25,11.41,23.41,14.21,-13.24,-4.9,5.22,-3.04,305,94,161,51,277,-9999,47347,-9999
-9999,26649,Willow Circle,39.647892,-104.88842,1714,CO,36,Syringa,vulgaris,common lilac,Plantae,Deciduous broadleaf,"Ornamental,Calibration",SYVU,32996,373,Leaves,Breaking leaf buds (lilac/honeysuckle),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2,2017,111,2457865,0,0,111,111,111,14,0,0,0,'',-9999,'',-9999,-9999,-9999,-9999,8.18,17.93,29.96,21.86,-6.78,2.33,13.65,4.49,42,200,128,30,-9999,-9999,-9999,-9999
-9999,26649,Willow Circle,39.647892,-104.88842,1714,CO,36,Syringa,vulgaris,common lilac,Plantae,Deciduous broadleaf,"Ornamental,Calibration",SYVU,32996,374,Leaves,All leaf buds broken (lilac/honeysuckle),1,2017,125,2457879,-9999,-9999,125,125,125,14,-9999,-9999,1,2017,105,2457859,-9999,-9999,105,105,105,6,-9999,-9999,1,'135176',-9999,'',802.5,-9999,1444.5,-9999,8.18,17.93,29.96,21.86,-6.78,2.33,13.65,4.49,42,200,128,30,116,-9999,49766,-9999
-9999,27143,beaumont place,39.667038,-104.87365,1667,CO,28,Prunus,serotina,black cherry,Plantae,Deciduous broadleaf,Ornamental,PRSE2,24764,371,Leaves,Breaking leaf buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,139,2457893,-9999,-9999,139,139,139,17,-9999,-9999,0,'',-9999,'',-9999,-9999,-9999,-9999,8.33,18.21,30.29,22.08,-6.72,2.44,13.79,4.58,38,203,120,25,-9999,-9999,-9999,-9999
-9999,27143,beaumont place,39.667038,-104.87365,1667,CO,28,Prunus,serotina,black cherry,Plantae,Deciduous broadleaf,Ornamental,PRSE2,24764,467,Leaves,Increasing leaf size,1,2017,107,2457861,-9999,-9999,107,107,107,26,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',654.75,-9999,1178.55,-9999,8.33,18.21,30.29,22.08,-6.72,2.44,13.79,4.58,38,203,120,25,71,-9999,47347,-9999
-9999,27143,beaumont place,39.667038,-104.87365,1667,CO,28,Prunus,serotina,black cherry,Plantae,Deciduous broadleaf,Ornamental,PRSE2,24764,483,Leaves,Leaves,1,2017,107,2457861,-9999,-9999,107,107,107,26,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',654.75,-9999,1178.55,-9999,8.33,18.21,30.29,22.08,-6.72,2.44,13.79,4.58,38,203,120,25,71,-9999,47347,-9999
-9999,27143,beaumont place,39.667038,-104.87365,1667,CO,101,Quercus,macrocarpa,bur oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUMA2,19287,371,Leaves,Breaking leaf buds,1,2017,139,2457893,-9999,-9999,139,139,139,14,-9999,-9999,1,2017,139,2457893,-9999,-9999,139,139,139,17,-9999,-9999,0,'',-9999,'',1016.75,-9999,1830.15,-9999,8.33,18.21,30.29,22.08,-6.72,2.44,13.79,4.58,38,203,120,25,194,-9999,51494,-9999
